frameIdentifier,sessionUID,carIndex,name,fl,fr,rl,rr
52782,987,5,M4,36,33,35,32
52804,987,5,M4,36,33,35,32
52826,987,5,M4,36,33,35,32
52848,987,5,M4,36,33,35,32
52870,987,5,M4,36,34,35,32
52892,987,5,M4,36,34,36,33
52914,987,5,M4,36,34,36,33
52936,987,5,M4,36,34,36,33
52958,987,5,M4,36,34,36,33
52979,987,5,M4,36,34,36,33
53002,987,5,M4,36,34,36,33
53024,987,5,M4,36,34,36,33
53046,987,5,M4,36,34,36,33
53067,987,5,M4,36,34,36,33
53089,987,5,M4,36,34,36,33
53111,987,5,M4,36,34,36,33
53134,987,5,M4,37,34,36,33
53155,987,5,M4,37,34,36,33
53177,987,5,M4,37,34,36,33
53199,987,5,M4,37,34,36,33
53220,987,5,M4,37,34,36,33
53242,987,5,M4,37,34,36,33
53264,987,5,M4,37,34,36,34
53286,987,5,M4,37,34,36,34
53307,987,5,M4,37,34,36,34
53330,987,5,M4,38,34,36,34
53352,987,5,M4,38,35,36,34
53374,987,5,M4,38,35,37,34
53396,987,5,M4,38,35,37,34
53418,987,5,M4,38,35,37,34
53440,987,5,M4,38,35,37,34
53462,987,5,M4,38,35,37,34
53484,987,5,M4,38,35,37,34
53507,987,5,M4,38,36,37,34
53529,987,5,M4,38,36,37,34
53552,987,5,M4,38,36,37,34
53574,987,5,M4,38,36,37,34
53595,987,5,M4,38,36,38,35
53616,987,5,M4,38,36,38,35
53639,987,5,M4,38,36,38,35
53661,987,5,M4,38,36,38,35
53683,987,5,M4,38,36,38,35
53703,987,5,M4,38,36,38,35
53724,987,5,M4,38,36,38,35
53746,987,5,M4,38,36,38,35
53766,987,5,M4,39,36,38,35
53788,987,5,M4,39,36,38,35
53810,987,5,M4,39,36,38,35
53833,987,5,M4,39,36,38,35
53855,987,5,M4,39,36,38,35
53877,987,5,M4,39,36,38,35
53898,987,5,M4,39,36,38,35
53920,987,5,M4,39,36,38,35
53941,987,5,M4,39,36,38,35
53962,987,5,M4,39,36,38,35
53983,987,5,M4,39,36,38,35
54004,987,5,M4,39,36,38,35
54026,987,5,M4,39,36,38,35
54048,987,5,M4,39,36,38,35
54070,987,5,M4,39,36,38,36
54092,987,5,M4,39,36,38,36
54113,987,5,M4,39,36,38,36
54135,987,5,M4,39,36,38,36
54156,987,5,M4,39,36,38,36
54178,987,5,M4,39,36,38,36
54200,987,5,M4,39,36,39,36
54220,987,5,M4,39,36,39,36
54241,987,5,M4,39,36,39,36
54263,987,5,M4,39,36,39,36
54286,987,5,M4,39,36,39,36
54309,987,5,M4,39,36,39,36
54330,987,5,M4,39,36,39,36
54352,987,5,M4,39,36,39,36
54374,987,5,M4,40,36,39,36
54395,987,5,M4,40,37,39,36
54417,987,5,M4,40,37,39,36
54439,987,5,M4,40,37,39,36
54460,987,5,M4,40,37,39,36
54482,987,5,M4,40,37,39,36
54504,987,5,M4,40,37,39,36
54526,987,5,M4,40,37,39,36
54547,987,5,M4,40,37,40,36
54569,987,5,M4,40,37,40,36
54591,987,5,M4,40,37,40,36
54613,987,5,M4,40,38,40,37
54635,987,5,M4,40,38,40,37
54657,987,5,M4,41,38,40,37
54678,987,5,M4,41,38,40,37
54701,987,5,M4,41,38,40,37
54722,987,5,M4,41,38,40,37
54743,987,5,M4,41,38,40,37
54764,987,5,M4,41,38,40,37
54786,987,5,M4,41,38,40,37
54809,987,5,M4,41,38,40,37
54831,987,5,M4,41,38,40,37
54852,987,5,M4,41,38,40,37
54874,987,5,M4,41,38,40,37
54896,987,5,M4,41,38,40,37
54918,987,5,M4,41,38,40,37
54939,987,5,M4,41,38,40,37
54960,987,5,M4,41,38,40,37
54981,987,5,M4,41,38,40,37
55005,987,5,M4,41,38,41,37
55026,987,5,M4,41,38,41,37
55048,987,5,M4,41,38,41,38
55069,987,5,M4,41,38,41,38
55090,987,5,M4,41,39,41,38
55113,987,5,M4,41,39,41,38
55135,987,5,M4,42,39,41,38
55157,987,5,M4,42,39,41,38
55178,987,5,M4,42,39,41,38
55200,987,5,M4,42,39,41,38
55222,987,5,M4,42,39,41,38
55242,987,5,M4,42,39,41,38
55263,987,5,M4,42,39,41,38
55285,987,5,M4,42,39,41,38
55307,987,5,M4,42,39,41,38
55330,987,5,M4,42,39,41,38
55352,987,5,M4,42,39,41,38
55374,987,5,M4,42,39,41,38
55395,987,5,M4,42,39,41,38
55417,987,5,M4,42,39,41,38
55438,987,5,M4,42,39,41,38
55460,987,5,M4,42,39,41,38
55482,987,5,M4,42,39,41,38
55504,987,5,M4,42,39,41,38
55526,987,5,M4,42,39,41,38
55548,987,5,M4,42,39,41,38
55569,987,5,M4,42,39,41,38
55590,987,5,M4,42,39,41,38
55612,987,5,M4,42,39,41,38
