frameIdentifier,sessionUID,carIndex,name,fl,fr,rl,rr
35952,987,5,M4,36,33,34,32
35975,987,5,M4,36,33,35,32
35996,987,5,M4,36,33,35,32
36016,987,5,M4,36,33,35,32
36037,987,5,M4,36,33,35,32
36059,987,5,M4,36,33,35,32
36081,987,5,M4,36,33,35,32
36101,987,5,M4,36,33,35,32
36121,987,5,M4,36,33,35,32
36141,987,5,M4,36,33,35,32
36161,987,5,M4,36,33,35,32
36183,987,5,M4,36,33,35,32
36205,987,5,M4,0,0,0,0
36226,987,5,M4,0,0,0,0
36246,987,5,M4,0,0,0,0
36268,987,5,M4,0,0,0,0
36291,987,5,M4,0,0,0,0
36313,987,5,M4,0,0,0,0
36335,987,5,M4,0,0,0,0
36356,987,5,M4,0,0,0,0
36378,987,5,M4,0,0,0,0
36402,987,5,M4,0,0,0,0
36423,987,5,M4,0,0,0,0
36444,987,5,M4,0,0,0,0
36465,987,5,M4,0,0,0,0
36487,987,5,M4,0,0,0,0
36509,987,5,M4,0,0,0,0
36531,987,5,M4,0,0,0,0
36552,987,5,M4,0,0,0,0
36573,987,5,M4,0,0,0,0
36594,987,5,M4,0,0,0,0
36617,987,5,M4,0,0,0,0
36637,987,5,M4,0,0,0,0
36658,987,5,M4,0,0,0,0
36679,987,5,M4,0,0,0,0
36702,987,5,M4,0,0,0,0
36723,987,5,M4,0,0,0,0
36745,987,5,M4,0,0,0,0
36767,987,5,M4,0,0,1,0
36789,987,5,M4,0,0,1,0
36813,987,5,M4,0,0,1,1
36835,987,5,M4,0,0,1,1
36856,987,5,M4,1,0,1,1
36878,987,5,M4,1,0,1,1
36900,987,5,M4,1,0,1,1
36921,987,5,M4,1,1,1,1
36943,987,5,M4,1,1,1,1
36965,987,5,M4,1,1,1,1
36986,987,5,M4,1,1,1,1
37008,987,5,M4,1,1,1,1
37031,987,5,M4,1,1,1,1
37052,987,5,M4,1,1,1,1
37074,987,5,M4,1,1,1,1
37095,987,5,M4,1,1,1,1
37116,987,5,M4,1,1,1,1
37139,987,5,M4,1,1,1,1
37160,987,5,M4,1,1,1,1
37182,987,5,M4,1,1,1,1
37204,987,5,M4,1,1,2,1
37227,987,5,M4,1,1,2,1
37249,987,5,M4,1,1,2,1
37271,987,5,M4,1,1,2,1
37292,987,5,M4,1,1,2,1
37314,987,5,M4,2,1,2,1
37336,987,5,M4,2,1,2,2
37359,987,5,M4,2,1,2,2
37381,987,5,M4,2,1,2,2
37403,987,5,M4,2,1,2,2
37425,987,5,M4,2,1,2,2
37446,987,5,M4,2,1,2,2
37468,987,5,M4,2,1,2,2
37490,987,5,M4,2,1,2,2
37512,987,5,M4,2,1,2,2
37534,987,5,M4,2,1,2,2
37557,987,5,M4,2,1,2,2
37578,987,5,M4,2,1,2,2
37600,987,5,M4,2,1,2,2
37621,987,5,M4,2,1,2,2
37643,987,5,M4,2,1,2,2
37666,987,5,M4,2,1,2,2
37687,987,5,M4,2,1,2,2
37709,987,5,M4,2,1,2,2
37731,987,5,M4,2,1,2,2
37753,987,5,M4,2,1,2,2
37776,987,5,M4,2,1,2,2
37796,987,5,M4,3,2,3,2
37818,987,5,M4,3,2,3,2
37840,987,5,M4,3,2,3,2
37862,987,5,M4,3,2,3,2
37885,987,5,M4,3,2,3,2
37906,987,5,M4,3,2,3,3
37928,987,5,M4,3,2,3,3
37949,987,5,M4,3,2,3,3
37970,987,5,M4,3,2,3,3
37993,987,5,M4,3,2,3,3
38014,987,5,M4,3,2,3,3
38036,987,5,M4,3,3,3,3
38058,987,5,M4,3,3,3,3
38080,987,5,M4,3,3,3,3
38102,987,5,M4,3,3,3,3
38124,987,5,M4,3,3,3,3
38146,987,5,M4,3,3,3,3
38168,987,5,M4,3,3,3,3
38191,987,5,M4,3,3,3,3
38213,987,5,M4,3,3,3,3
38235,987,5,M4,3,3,3,3
38259,987,5,M4,4,3,3,3
38282,987,5,M4,4,3,4,3
38304,987,5,M4,4,3,4,3
38326,987,5,M4,4,3,4,3
38347,987,5,M4,4,3,4,3
38369,987,5,M4,4,3,4,3
38390,987,5,M4,4,3,4,3
38412,987,5,M4,4,4,4,4
38434,987,5,M4,4,4,4,4
38456,987,5,M4,4,4,4,4
38478,987,5,M4,5,4,4,4
38499,987,5,M4,5,4,5,4
38521,987,5,M4,5,4,5,4
38543,987,5,M4,5,4,5,4
38564,987,5,M4,5,4,5,4
38585,987,5,M4,5,4,5,4
38607,987,5,M4,5,4,5,4
38628,987,5,M4,5,4,5,4
38650,987,5,M4,5,4,5,4
38672,987,5,M4,5,4,5,4
38693,987,5,M4,5,4,5,4
38716,987,5,M4,5,5,5,4
38737,987,5,M4,5,5,5,4
38759,987,5,M4,5,5,5,4
38780,987,5,M4,5,5,5,4
38802,987,5,M4,5,5,5,5
38825,987,5,M4,5,5,5,5
38846,987,5,M4,5,5,5,5
38867,987,5,M4,5,5,5,5
38888,987,5,M4,5,5,5,5
38909,987,5,M4,5,5,5,5
38933,987,5,M4,5,5,5,5
38955,987,5,M4,5,5,5,5
38975,987,5,M4,5,5,5,5
38997,987,5,M4,5,5,5,5
39018,987,5,M4,5,5,5,5
39041,987,5,M4,5,5,5,5
39063,987,5,M4,5,5,5,5
39084,987,5,M4,5,5,5,5
39106,987,5,M4,5,5,5,5
39127,987,5,M4,5,5,5,5
39149,987,5,M4,5,5,5,5
39170,987,5,M4,5,5,5,5
39192,987,5,M4,5,5,5,5
39213,987,5,M4,5,5,5,5
39236,987,5,M4,5,5,5,5
39258,987,5,M4,5,5,5,5
39281,987,5,M4,5,5,6,5
39303,987,5,M4,6,5,6,5
39325,987,5,M4,6,5,6,5
39348,987,5,M4,6,5,6,5
39369,987,5,M4,6,5,6,5
39390,987,5,M4,6,5,6,5
39412,987,5,M4,6,5,6,5
39433,987,5,M4,6,5,6,5
39454,987,5,M4,6,5,6,5
39475,987,5,M4,6,5,6,5
39497,987,5,M4,6,5,6,5
39519,987,5,M4,6,5,6,6
39541,987,5,M4,6,5,6,6
39563,987,5,M4,6,6,6,6
39584,987,5,M4,7,6,6,6
39597,987,5,M4,7,6,6,6
39618,987,5,M4,7,6,7,6
39641,987,5,M4,7,6,7,6
39663,987,5,M4,7,6,7,6
39684,987,5,M4,7,6,7,6
39706,987,5,M4,7,6,7,6
39729,987,5,M4,7,6,7,6
39751,987,5,M4,7,6,7,6
39773,987,5,M4,7,6,7,6
39795,987,5,M4,7,7,7,7
39816,987,5,M4,7,7,7,7
39839,987,5,M4,7,7,7,7
39861,987,5,M4,7,7,7,7
39881,987,5,M4,8,7,7,7
39903,987,5,M4,8,7,7,7
39925,987,5,M4,8,7,7,7
39948,987,5,M4,8,7,7,7
39969,987,5,M4,8,7,8,7
39991,987,5,M4,8,7,8,7
40014,987,5,M4,8,7,8,7
40035,987,5,M4,8,7,8,7
40057,987,5,M4,8,7,8,7
40079,987,5,M4,8,7,8,7
40100,987,5,M4,8,7,8,7
40122,987,5,M4,8,7,8,7
40144,987,5,M4,8,7,8,7
40166,987,5,M4,9,7,8,7
40187,987,5,M4,9,7,8,7
40209,987,5,M4,9,7,8,7
40230,987,5,M4,9,7,8,7
40251,987,5,M4,9,7,8,7
40274,987,5,M4,9,7,8,7
40295,987,5,M4,9,7,8,7
40317,987,5,M4,9,7,8,7
40339,987,5,M4,9,7,8,7
40361,987,5,M4,9,8,8,8
40383,987,5,M4,9,8,8,8
40406,987,5,M4,9,8,9,8
40428,987,5,M4,9,8,9,8
40449,987,5,M4,9,8,9,8
40470,987,5,M4,9,8,9,8
40492,987,5,M4,9,8,9,8
40513,987,5,M4,9,8,9,8
40534,987,5,M4,9,8,9,8
40556,987,5,M4,9,8,9,8
40579,987,5,M4,9,8,9,8
40601,987,5,M4,9,8,9,8
40622,987,5,M4,9,8,9,8
40644,987,5,M4,9,8,9,8
40665,987,5,M4,9,8,9,8
40687,987,5,M4,9,8,9,8
40709,987,5,M4,9,8,9,8
40731,987,5,M4,9,8,9,8
40752,987,5,M4,9,8,9,8
40775,987,5,M4,9,9,9,8
40796,987,5,M4,9,9,9,8
40817,987,5,M4,9,9,9,9
40839,987,5,M4,9,9,9,9
40861,987,5,M4,9,9,9,9
40883,987,5,M4,9,9,9,9
40906,987,5,M4,9,9,9,9
40928,987,5,M4,9,9,9,9
40949,987,5,M4,9,9,9,9
40970,987,5,M4,9,9,9,9
40993,987,5,M4,9,9,9,9
41013,987,5,M4,10,9,9,9
41034,987,5,M4,10,9,9,9
41055,987,5,M4,10,9,9,9
41077,987,5,M4,10,9,10,9
41100,987,5,M4,10,9,10,9
41122,987,5,M4,10,9,10,9
41145,987,5,M4,10,9,10,9
41167,987,5,M4,10,9,10,9
41189,987,5,M4,10,9,10,9
41210,987,5,M4,11,9,10,9
41230,987,5,M4,10,9,10,9
41252,987,5,M4,10,9,10,9
41273,987,5,M4,10,10,10,9
41295,987,5,M4,10,10,10,9
41317,987,5,M4,11,10,11,9
41337,987,5,M4,11,10,10,10
41358,987,5,M4,11,10,11,10
41380,987,5,M4,11,10,10,10
41401,987,5,M4,11,10,10,10
41423,987,5,M4,11,10,10,10
41445,987,5,M4,11,10,11,10
41467,987,5,M4,11,10,11,10
41489,987,5,M4,11,10,11,10
41511,987,5,M4,11,10,11,10
41532,987,5,M4,11,10,11,10
41553,987,5,M4,11,10,11,10
41575,987,5,M4,11,10,11,10
41597,987,5,M4,11,10,11,10
41618,987,5,M4,11,10,11,10
41641,987,5,M4,12,11,11,10
41662,987,5,M4,12,10,11,10
41684,987,5,M4,12,11,11,10
41706,987,5,M4,12,11,11,10
41728,987,5,M4,12,11,11,10
41750,987,5,M4,12,11,11,10
41770,987,5,M4,12,11,11,10
41791,987,5,M4,12,11,11,11
41813,987,5,M4,12,11,11,11
41836,987,5,M4,12,11,11,11
41856,987,5,M4,12,11,12,10
41877,987,5,M4,12,11,12,10
41899,987,5,M4,12,11,12,10
41921,987,5,M4,12,11,12,11
41944,987,5,M4,12,11,12,11
41964,987,5,M4,12,11,12,11
41986,987,5,M4,12,11,12,11
42007,987,5,M4,12,11,12,11
42028,987,5,M4,12,11,12,11
42050,987,5,M4,12,11,12,11
42072,987,5,M4,12,11,12,11
42094,987,5,M4,12,11,12,11
42115,987,5,M4,12,11,12,11
42138,987,5,M4,12,11,12,11
42159,987,5,M4,12,11,12,11
42181,987,5,M4,12,11,12,11
42203,987,5,M4,12,11,12,11
42225,987,5,M4,12,11,12,11
42247,987,5,M4,12,11,12,11
42270,987,5,M4,12,11,12,11
42292,987,5,M4,13,11,12,11
42313,987,5,M4,13,11,12,11
42335,987,5,M4,13,11,12,11
42355,987,5,M4,13,11,12,11
42376,987,5,M4,13,11,12,11
42398,987,5,M4,13,11,12,11
42420,987,5,M4,13,11,12,11
42441,987,5,M4,13,11,12,11
42463,987,5,M4,13,12,12,11
42485,987,5,M4,13,12,12,12
42506,987,5,M4,13,12,12,12
42527,987,5,M4,13,12,13,12
42549,987,5,M4,13,12,13,12
42571,987,5,M4,13,12,13,12
42593,987,5,M4,13,12,13,12
42615,987,5,M4,13,12,13,12
42636,987,5,M4,13,12,13,12
42656,987,5,M4,13,12,13,12
42677,987,5,M4,13,12,13,12
42699,987,5,M4,14,12,13,12
42720,987,5,M4,14,12,13,12
42742,987,5,M4,14,13,13,12
42765,987,5,M4,14,13,13,12
42786,987,5,M4,14,13,13,12
42808,987,5,M4,14,13,14,12
42829,987,5,M4,14,13,14,12
42850,987,5,M4,14,13,14,12
42872,987,5,M4,14,13,14,12
42894,987,5,M4,14,13,14,13
42916,987,5,M4,14,13,14,13
42937,987,5,M4,14,13,14,13
42959,987,5,M4,15,13,14,13
42981,987,5,M4,15,13,14,13
43003,987,5,M4,15,13,14,13
43025,987,5,M4,15,13,14,13
43046,987,5,M4,15,13,14,13
43068,987,5,M4,15,13,14,13
43091,987,5,M4,15,13,14,13
43112,987,5,M4,15,13,14,13
43134,987,5,M4,15,14,14,13
43154,987,5,M4,15,14,14,13
43176,987,5,M4,15,14,14,13
43198,987,5,M4,15,14,14,13
43220,987,5,M4,15,14,14,13
43242,987,5,M4,15,14,14,13
43264,987,5,M4,15,14,14,13
43285,987,5,M4,15,14,14,13
43307,987,5,M4,15,14,15,14
43328,987,5,M4,15,14,15,14
43350,987,5,M4,15,14,15,14
43370,987,5,M4,16,14,15,14
43392,987,5,M4,16,14,15,14
43415,987,5,M4,16,14,15,14
43437,987,5,M4,16,14,15,14
43459,987,5,M4,16,14,15,14
43481,987,5,M4,16,14,15,14
43503,987,5,M4,16,14,15,14
43526,987,5,M4,16,14,15,14
43548,987,5,M4,16,14,15,14
43570,987,5,M4,16,14,15,14
43592,987,5,M4,16,14,15,14
43614,987,5,M4,16,14,15,14
43636,987,5,M4,16,14,15,14
43657,987,5,M4,16,14,15,14
43678,987,5,M4,16,14,15,14
43700,987,5,M4,16,14,15,14
43721,987,5,M4,16,14,15,14
43744,987,5,M4,16,14,15,14
43766,987,5,M4,16,14,15,14
43788,987,5,M4,16,14,15,14
43809,987,5,M4,16,14,15,14
43831,987,5,M4,16,14,15,14
43852,987,5,M4,16,14,15,14
43873,987,5,M4,16,14,15,14
43895,987,5,M4,16,14,16,14
43916,987,5,M4,16,14,16,14
43939,987,5,M4,16,14,16,14
43961,987,5,M4,16,14,16,14
43982,987,5,M4,16,14,16,14
44004,987,5,M4,16,15,16,14
44026,987,5,M4,16,15,16,14
44049,987,5,M4,16,15,16,14
44070,987,5,M4,16,15,16,14
44092,987,5,M4,17,15,16,14
44114,987,5,M4,17,15,16,15
44135,987,5,M4,17,15,16,15
44156,987,5,M4,17,15,16,15
44178,987,5,M4,17,15,16,15
44200,987,5,M4,17,15,16,15
44221,987,5,M4,17,15,16,15
44243,987,5,M4,17,16,16,15
44265,987,5,M4,17,16,16,15
44287,987,5,M4,17,16,16,15
44309,987,5,M4,18,16,16,15
44331,987,5,M4,18,16,17,15
44352,987,5,M4,18,16,17,15
44374,987,5,M4,18,16,17,15
44396,987,5,M4,18,16,17,16
44419,987,5,M4,18,16,17,16
44440,987,5,M4,18,16,17,16
44462,987,5,M4,18,16,17,16
44484,987,5,M4,18,16,17,16
44505,987,5,M4,18,16,17,16
44527,987,5,M4,18,16,17,16
44547,987,5,M4,18,16,17,16
44570,987,5,M4,18,16,17,16
44591,987,5,M4,18,16,17,16
44612,987,5,M4,18,16,17,16
44633,987,5,M4,18,16,17,16
44654,987,5,M4,18,17,18,16
44677,987,5,M4,18,17,18,16
44698,987,5,M4,18,17,18,16
44720,987,5,M4,18,17,18,16
44742,987,5,M4,18,17,18,16
44765,987,5,M4,18,17,18,16
44787,987,5,M4,18,17,18,16
44808,987,5,M4,19,17,18,16
44830,987,5,M4,19,17,18,16
44851,987,5,M4,19,17,18,16
44872,987,5,M4,19,17,18,16
44893,987,5,M4,19,17,18,16
44915,987,5,M4,19,17,18,16
44935,987,5,M4,19,17,18,16
44956,987,5,M4,19,17,18,16
44978,987,5,M4,19,17,18,17
45000,987,5,M4,19,17,18,17
45021,987,5,M4,19,17,18,17
45043,987,5,M4,19,17,18,17
45065,987,5,M4,19,17,18,17
45087,987,5,M4,19,17,18,17
45110,987,5,M4,19,17,18,17
45131,987,5,M4,19,17,18,17
45153,987,5,M4,19,17,18,17
45174,987,5,M4,19,17,18,17
45195,987,5,M4,19,17,18,17
45217,987,5,M4,19,17,18,17
45239,987,5,M4,19,17,18,17
45260,987,5,M4,19,17,18,17
45282,987,5,M4,19,17,18,17
45305,987,5,M4,19,18,18,17
45326,987,5,M4,20,18,19,17
45348,987,5,M4,20,18,19,17
45370,987,5,M4,20,18,19,17
45391,987,5,M4,20,18,19,17
45413,987,5,M4,20,18,19,17
45435,987,5,M4,20,18,19,17
45457,987,5,M4,20,18,19,17
45478,987,5,M4,20,18,19,17
45499,987,5,M4,20,18,19,17
45522,987,5,M4,20,18,19,18
45543,987,5,M4,20,18,19,18
45566,987,5,M4,20,18,19,18
45588,987,5,M4,20,18,19,18
45609,987,5,M4,20,18,19,18
45632,987,5,M4,20,18,19,18
45653,987,5,M4,20,18,19,18
45675,987,5,M4,20,18,19,18
45696,987,5,M4,20,18,19,18
45717,987,5,M4,20,18,19,18
45739,987,5,M4,20,18,20,18
45760,987,5,M4,21,19,20,18
45782,987,5,M4,21,19,20,18
45804,987,5,M4,21,19,20,18
45825,987,5,M4,21,19,20,18
45846,987,5,M4,21,19,20,18
45867,987,5,M4,21,19,20,18
45887,987,5,M4,21,19,20,18
45908,987,5,M4,21,19,20,18
45929,987,5,M4,21,19,20,18
45952,987,5,M4,21,19,20,19
45973,987,5,M4,21,19,20,19
45994,987,5,M4,21,20,20,19
46016,987,5,M4,21,20,20,19
46039,987,5,M4,21,20,20,19
46059,987,5,M4,21,20,20,19
46082,987,5,M4,21,20,20,19
46104,987,5,M4,21,20,20,19
46125,987,5,M4,21,20,20,19
46146,987,5,M4,21,20,20,19
46168,987,5,M4,21,20,21,19
46190,987,5,M4,22,20,21,19
46212,987,5,M4,22,20,21,19
46233,987,5,M4,22,20,21,19
46255,987,5,M4,22,20,21,19
46277,987,5,M4,22,20,21,19
46298,987,5,M4,22,20,21,19
46319,987,5,M4,22,20,21,19
46339,987,5,M4,22,20,21,19
46362,987,5,M4,22,20,21,19
46383,987,5,M4,22,20,21,20
46404,987,5,M4,22,20,21,20
46425,987,5,M4,22,20,21,20
46447,987,5,M4,22,20,21,20
46470,987,5,M4,22,20,21,20
46491,987,5,M4,22,20,21,20
46512,987,5,M4,22,20,21,20
46533,987,5,M4,22,20,21,20
46555,987,5,M4,22,20,21,20
46577,987,5,M4,22,20,21,20
46599,987,5,M4,22,20,21,20
46620,987,5,M4,22,20,21,20
46642,987,5,M4,22,20,21,20
46664,987,5,M4,22,20,21,20
46687,987,5,M4,22,20,21,20
46709,987,5,M4,22,20,21,20
46731,987,5,M4,22,20,22,20
46753,987,5,M4,22,20,21,20
46775,987,5,M4,22,20,21,20
46796,987,5,M4,23,21,22,20
46817,987,5,M4,23,21,22,20
46839,987,5,M4,23,21,22,20
46861,987,5,M4,23,21,22,20
46884,987,5,M4,23,21,22,20
46906,987,5,M4,23,21,22,20
46928,987,5,M4,23,21,22,20
46949,987,5,M4,23,21,22,20
46971,987,5,M4,23,21,22,20
46992,987,5,M4,23,21,22,20
47014,987,5,M4,23,21,22,21
47036,987,5,M4,23,21,22,21
47057,987,5,M4,23,21,22,21
47079,987,5,M4,23,21,22,21
47101,987,5,M4,23,21,22,21
47122,987,5,M4,23,21,22,21
47143,987,5,M4,23,21,23,21
47165,987,5,M4,23,21,23,21
47186,987,5,M4,23,21,23,21
47209,987,5,M4,23,21,23,21
47230,987,5,M4,23,21,23,21
47252,987,5,M4,24,22,23,21
47273,987,5,M4,24,22,23,21
47295,987,5,M4,24,22,23,21
47317,987,5,M4,24,22,23,21
47339,987,5,M4,24,22,23,21
47360,987,5,M4,24,22,23,21
47381,987,5,M4,24,22,23,21
47404,987,5,M4,24,22,23,22
47426,987,5,M4,24,23,23,21
47448,987,5,M4,24,23,23,22
47470,987,5,M4,24,23,23,22
47490,987,5,M4,25,23,23,22
47512,987,5,M4,25,23,24,22
47534,987,5,M4,25,23,24,22
47555,987,5,M4,25,23,24,22
47577,987,5,M4,25,23,24,22
47599,987,5,M4,25,23,24,22
47620,987,5,M4,25,23,24,22
47641,987,5,M4,25,23,24,22
47663,987,5,M4,25,23,24,22
47685,987,5,M4,25,23,24,22
47705,987,5,M4,25,23,24,22
47728,987,5,M4,25,23,24,22
47749,987,5,M4,25,23,24,22
47771,987,5,M4,25,23,24,22
47793,987,5,M4,25,23,24,22
47814,987,5,M4,25,23,24,23
47836,987,5,M4,25,23,24,23
47858,987,5,M4,25,23,24,23
47881,987,5,M4,25,24,25,23
47902,987,5,M4,25,23,25,23
47923,987,5,M4,25,23,25,23
47944,987,5,M4,26,23,25,23
47965,987,5,M4,26,23,25,23
47987,987,5,M4,26,23,25,23
48008,987,5,M4,26,23,25,23
48030,987,5,M4,26,23,25,23
48050,987,5,M4,26,23,25,23
48070,987,5,M4,26,23,25,23
48091,987,5,M4,26,23,25,23
48113,987,5,M4,26,23,25,23
48136,987,5,M4,26,23,25,23
48156,987,5,M4,26,23,25,23
48177,987,5,M4,26,23,25,23
48199,987,5,M4,26,23,25,23
48221,987,5,M4,26,23,25,23
48244,987,5,M4,26,23,25,23
48266,987,5,M4,26,23,25,23
48287,987,5,M4,26,23,25,23
48310,987,5,M4,26,24,25,23
48333,987,5,M4,26,24,25,23
48356,987,5,M4,26,24,25,23
48381,987,5,M4,26,24,25,23
48404,987,5,M4,26,24,25,23
48427,987,5,M4,26,24,25,23
48450,987,5,M4,26,24,25,23
48473,987,5,M4,26,24,25,23
48497,987,5,M4,26,24,25,23
48520,987,5,M4,26,24,25,23
48544,987,5,M4,26,24,26,24
48567,987,5,M4,26,24,26,24
48592,987,5,M4,27,25,26,24
48616,987,5,M4,27,25,26,24
48638,987,5,M4,27,25,26,24
48660,987,5,M4,27,25,26,24
48682,987,5,M4,27,25,26,24
48706,987,5,M4,27,25,26,24
48729,987,5,M4,27,25,26,24
48753,987,5,M4,27,25,26,24
48776,987,5,M4,27,25,26,24
48799,987,5,M4,27,25,26,24
48825,987,5,M4,27,25,26,24
48848,987,5,M4,27,25,27,24
48870,987,5,M4,27,25,27,25
48892,987,5,M4,27,25,27,25
48913,987,5,M4,28,25,27,25
48935,987,5,M4,28,25,27,25
48956,987,5,M4,28,25,27,25
48978,987,5,M4,28,26,27,25
48999,987,5,M4,28,26,27,25
49021,987,5,M4,28,26,27,25
49043,987,5,M4,28,26,27,25
49065,987,5,M4,28,26,27,25
49087,987,5,M4,28,26,27,25
49108,987,5,M4,28,26,27,25
49130,987,5,M4,28,26,27,25
49152,987,5,M4,28,26,27,25
49173,987,5,M4,28,26,27,25
49194,987,5,M4,28,26,27,25
49215,987,5,M4,29,26,27,25
49239,987,5,M4,29,26,27,25
49259,987,5,M4,29,26,28,25
49281,987,5,M4,29,27,28,25
49303,987,5,M4,29,27,28,25
49325,987,5,M4,29,27,28,25
49348,987,5,M4,29,27,28,25
49370,987,5,M4,29,27,28,26
49391,987,5,M4,29,27,28,26
49413,987,5,M4,29,27,28,26
49434,987,5,M4,29,27,28,26
49456,987,5,M4,29,27,28,26
49476,987,5,M4,29,27,28,26
49497,987,5,M4,29,27,28,26
49519,987,5,M4,29,27,28,26
49542,987,5,M4,29,27,28,26
49563,987,5,M4,29,27,28,26
49585,987,5,M4,29,27,28,26
49606,987,5,M4,29,27,28,26
49626,987,5,M4,29,27,28,26
49648,987,5,M4,29,27,28,26
49670,987,5,M4,29,27,28,26
49691,987,5,M4,29,27,28,26
49711,987,5,M4,29,27,28,26
49733,987,5,M4,29,27,28,26
49756,987,5,M4,29,27,28,26
49777,987,5,M4,29,27,29,26
49798,987,5,M4,29,27,29,26
49819,987,5,M4,29,27,29,26
49840,987,5,M4,29,27,29,26
49863,987,5,M4,30,27,29,26
49884,987,5,M4,30,27,29,27
49906,987,5,M4,30,27,29,27
49928,987,5,M4,30,27,29,27
49949,987,5,M4,30,27,29,27
49971,987,5,M4,30,27,29,27
49993,987,5,M4,30,27,29,27
50014,987,5,M4,30,27,29,27
50035,987,5,M4,30,27,29,27
50057,987,5,M4,30,27,29,27
50080,987,5,M4,30,28,29,27
50102,987,5,M4,30,28,29,27
50123,987,5,M4,30,28,29,27
50144,987,5,M4,30,28,29,27
50166,987,5,M4,30,28,29,27
50188,987,5,M4,30,28,29,27
50210,987,5,M4,30,28,29,27
50232,987,5,M4,30,28,29,27
50253,987,5,M4,30,28,29,27
50275,987,5,M4,30,28,29,27
50297,987,5,M4,30,28,29,27
50318,987,5,M4,31,28,30,27
50340,987,5,M4,31,29,30,27
50361,987,5,M4,31,29,30,27
50383,987,5,M4,31,29,30,28
50405,987,5,M4,31,29,30,28
50428,987,5,M4,31,29,30,28
50450,987,5,M4,31,29,30,28
50471,987,5,M4,31,29,30,28
50493,987,5,M4,31,29,30,28
50515,987,5,M4,31,29,30,28
50537,987,5,M4,32,29,30,28
50559,987,5,M4,32,29,30,28
50580,987,5,M4,32,29,30,28
50603,987,5,M4,32,29,30,28
50623,987,5,M4,32,29,30,28
50643,987,5,M4,32,29,30,28
50664,987,5,M4,32,29,30,28
50686,987,5,M4,32,29,30,28
50709,987,5,M4,32,29,31,28
50730,987,5,M4,32,29,31,29
50751,987,5,M4,32,30,31,29
50773,987,5,M4,32,30,31,29
50796,987,5,M4,32,30,31,29
50817,987,5,M4,32,30,31,29
50839,987,5,M4,32,30,31,29
50861,987,5,M4,32,30,31,29
50882,987,5,M4,32,30,31,29
50903,987,5,M4,32,30,31,29
50926,987,5,M4,32,30,31,29
50948,987,5,M4,32,30,31,29
50970,987,5,M4,32,30,31,29
50992,987,5,M4,32,30,31,29
51014,987,5,M4,32,30,31,29
51035,987,5,M4,32,30,31,29
51057,987,5,M4,32,30,32,29
51078,987,5,M4,32,30,32,29
51099,987,5,M4,32,30,32,29
51122,987,5,M4,32,30,32,29
51145,987,5,M4,32,30,32,29
51167,987,5,M4,32,30,32,29
51187,987,5,M4,32,30,32,29
51209,987,5,M4,32,30,32,29
51230,987,5,M4,32,30,32,29
51252,987,5,M4,32,30,32,29
51274,987,5,M4,32,30,32,29
51295,987,5,M4,32,30,32,29
51316,987,5,M4,32,30,32,29
51339,987,5,M4,32,30,32,29
51360,987,5,M4,33,30,32,29
51380,987,5,M4,33,30,32,30
51401,987,5,M4,33,30,32,30
51422,987,5,M4,33,30,32,30
51443,987,5,M4,33,30,32,30
51465,987,5,M4,33,30,32,30
51487,987,5,M4,33,30,32,30
51509,987,5,M4,33,31,32,30
51531,987,5,M4,33,31,32,30
51554,987,5,M4,33,31,32,30
51577,987,5,M4,33,31,32,30
51599,987,5,M4,33,31,32,30
51620,987,5,M4,33,31,32,30
51640,987,5,M4,34,31,32,30
51662,987,5,M4,34,31,32,30
51684,987,5,M4,34,31,32,30
51705,987,5,M4,34,31,33,30
51728,987,5,M4,34,31,33,30
51749,987,5,M4,34,31,33,30
51770,987,5,M4,34,31,33,30
51791,987,5,M4,34,31,33,30
51812,987,5,M4,34,32,33,30
51834,987,5,M4,34,32,33,30
51857,987,5,M4,34,32,33,30
51882,987,5,M4,34,32,33,31
51904,987,5,M4,34,32,33,31
51926,987,5,M4,34,32,34,31
51946,987,5,M4,34,32,34,31
51969,987,5,M4,34,32,34,31
51990,987,5,M4,35,32,34,31
52012,987,5,M4,35,32,34,31
52033,987,5,M4,35,32,34,31
52055,987,5,M4,35,32,34,31
52076,987,5,M4,35,32,34,31
52098,987,5,M4,35,32,34,31
52118,987,5,M4,35,32,34,31
52140,987,5,M4,35,32,34,31
52161,987,5,M4,35,32,34,31
52181,987,5,M4,35,32,34,32
52202,987,5,M4,35,32,34,32
52224,987,5,M4,35,32,34,32
52244,987,5,M4,35,33,34,32
52266,987,5,M4,36,33,34,32
52288,987,5,M4,36,33,34,32
52309,987,5,M4,36,33,34,32
52332,987,5,M4,36,33,34,32
52354,987,5,M4,36,33,34,32
52377,987,5,M4,36,33,34,32
52398,987,5,M4,36,33,34,32
52419,987,5,M4,36,33,34,32
52439,987,5,M4,36,33,34,32
52461,987,5,M4,36,33,35,32
52483,987,5,M4,36,33,35,32
52504,987,5,M4,36,33,35,32
52525,987,5,M4,36,33,35,32
52547,987,5,M4,36,33,35,32
52568,987,5,M4,36,33,35,32
52589,987,5,M4,36,33,35,32
52610,987,5,M4,36,33,35,32
52632,987,5,M4,36,33,35,32
52654,987,5,M4,36,33,35,32
52674,987,5,M4,36,33,35,32
52695,987,5,M4,36,33,35,32
52717,987,5,M4,36,33,35,32
52738,987,5,M4,36,33,35,32
52759,987,5,M4,36,33,35,32
