frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
20919,2022/3/25 20:20,h0,1,4,13.549,0,0.34375,0,0.135568,5,9887,0,0,0,0
20920,2022/3/25 20:20,h0,1,4,13.594,0,0.34375,0.082747,0.097418,5,9815,0,0,0,0
20921,2022/3/25 20:20,h0,1,4,13.648,0,0.34375,0.221232,0.051256,5,9817,0,0,0,0
20922,2022/3/25 20:20,h0,1,4,13.701,0,0.34375,0.357152,0.005949,5,9839,0,0,0,0
20923,2022/3/25 20:20,h0,1,4,13.755,0,0.34375,0.375,0,5,9804,0,0,0,0
20924,2022/3/25 20:20,h0,1,4,13.809,0,0.366457,0.602073,0,5,10047,0,0,0,0
20925,2022/3/25 20:20,h0,1,4,13.855,0,0.375,0.6875,0,5,9949,0,0,0,0
20927,2022/3/25 20:20,h0,1,4,13.91,0,0.375,0.6875,0,5,10045,0,0,0,0
20928,2022/3/25 20:20,h0,1,4,13.956,0,0.399807,0.737115,0,5,10163,0,0,0,0
20929,2022/3/25 20:20,h0,1,4,14.012,0,0.40625,0.75,0,5,10134,0,0,0,0
20930,2022/3/25 20:20,h0,1,4,14.058,0,0.40625,0.75,0,5,10177,0,0,0,0
20931,2022/3/25 20:20,h0,1,4,14.113,0,0.304497,0.75,0,5,10315,0,0,0,0
20932,2022/3/25 20:20,h0,1,4,14.159,0,0.28125,0.75,0,5,10342,0,0,0,0
20933,2022/3/25 20:20,h0,1,4,14.215,0,0.079276,0.75,0,5,10433,0,0,0,0
