frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
22095,2022/3/25 20:21,wofa.bilibili,6,2,3.877,0,-0.375,0.305418,0,3,9724,0,0,0,0
22096,2022/3/25 20:21,wofa.bilibili,6,2,3.927,0,-0.375,0.348962,0,3,9774,0,0,0,0
22098,2022/3/25 20:21,wofa.bilibili,6,2,4.038,0,-0.340072,0.375,0,3,9871,0,0,0,0
22099,2022/3/25 20:21,wofa.bilibili,6,2,4.09,0,-0.318167,0.375,0,3,9927,0,0,0,0
22100,2022/3/25 20:21,wofa.bilibili,6,2,4.139,0,-0.280802,0.327453,0.015849,3,9955,0,0,0,0
22101,2022/3/25 20:21,wofa.bilibili,6,2,4.199,0,-0.229786,0.250929,0.041357,3,9967,0,0,0,0
22102,2022/3/25 20:21,wofa.bilibili,6,2,4.249,0,-0.1875,0.1875,0.0625,3,9985,0,0,0,0
22103,2022/3/25 20:21,wofa.bilibili,6,2,4.308,0,-0.083351,0.109388,0.166649,3,9881,0,0,0,0
22104,2022/3/25 20:21,wofa.bilibili,6,2,4.359,0,0.005122,0.043033,0.255122,3,9706,0,0,0,0
22105,2022/3/25 20:21,wofa.bilibili,6,2,4.41,0,0.09726,0,0.3125,3,9504,0,0,0,0
22106,2022/3/25 20:21,wofa.bilibili,6,2,4.461,0,0.19608,0,0.3125,3,9327,0,0,0,0
22107,2022/3/25 20:21,wofa.bilibili,6,2,4.514,0,0.29719,0,0.3125,3,9155,0,0,0,0
22109,2022/3/25 20:21,wofa.bilibili,6,2,4.568,0,0.356662,0,0.286676,3,8982,0,0,0,0
22110,2022/3/25 20:21,wofa.bilibili,6,2,4.622,0,0.37991,0,0.240181,3,8801,0,0,0,0
22111,2022/3/25 20:21,wofa.bilibili,6,2,4.675,0,0.402517,0,0.194965,3,8665,0,0,0,0
22112,2022/3/25 20:21,wofa.bilibili,6,2,4.727,0,0.424748,0,0.169002,3,8527,0,0,0,0
22113,2022/3/25 20:21,wofa.bilibili,6,2,4.78,0,0.446917,0,0.146833,3,8422,0,0,0,0
22114,2022/3/25 20:21,wofa.bilibili,6,2,4.832,0,0.46875,0,0.125,3,8334,0,0,0,0
22115,2022/3/25 20:21,wofa.bilibili,6,2,4.884,0,0.479644,0,0.103213,3,8251,0,0,0,0
22116,2022/3/25 20:21,wofa.bilibili,6,2,4.943,0,0.491656,0,0.079188,3,8147,0,0,0,0
