frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
168,25/3/22 20:21,Siesta siesta,11,4,9.119,0,0.0625,1,0,4,11853,0,0,0,0
169,25/3/22 20:21,Siesta siesta,11,4,9.171,0,0.0625,1,0,5,10206,0,0,0,0
170,25/3/22 20:21,Siesta siesta,11,4,9.226,0,0.0625,1,0,5,10361,0,0,0,0
171,25/3/22 20:21,Siesta siesta,11,4,9.28,0,0.0625,1,0,5,10476,0,0,0,0
172,25/3/22 20:21,Siesta siesta,11,4,9.332,0,0.051837,1,0,5,10560,0,0,0,0
173,25/3/22 20:21,Siesta siesta,11,4,9.384,0,0.041054,1,0,5,10653,0,0,0,0
174,25/3/22 20:21,Siesta siesta,11,4,9.437,0,0.03125,1,0,5,10745,0,0,0,0
175,25/3/22 20:21,Siesta siesta,11,4,9.489,0,0.03125,1,0,5,10845,0,0,0,0
176,25/3/22 20:21,Siesta siesta,11,4,9.542,0,0.03125,1,0,5,10959,0,0,0,0
177,25/3/22 20:21,Siesta siesta,11,4,9.6,0,0.03125,1,0,5,11093,0,0,0,0
178,25/3/22 20:21,Siesta siesta,11,4,9.651,0,0.03125,1,0,5,11192,0,0,0,0
179,25/3/22 20:21,Siesta siesta,11,4,9.71,0,0.03125,1,0,5,11306,0,0,0,0
180,25/3/22 20:21,Siesta siesta,11,4,9.759,0,0.03125,1,0,5,11400,0,0,0,0
181,25/3/22 20:21,Siesta siesta,11,4,9.817,0,0.03125,1,0,5,11510,0,0,0,0
182,25/3/22 20:21,Siesta siesta,11,4,9.865,0,0.03125,1,0,5,11599,0,0,0,0
183,25/3/22 20:21,Siesta siesta,11,4,9.922,0,0.03125,1,0,6,10262,0,0,0,0
184,25/3/22 20:21,Siesta siesta,11,4,9.971,0,0.03125,1,0,6,10252,0,0,0,0
185,25/3/22 20:21,Siesta siesta,11,4,10.028,0,0.03125,1,0,6,10318,0,0,0,0
186,25/3/22 20:21,Siesta siesta,11,4,10.075,0,0.03125,1,0,6,10363,0,0,0,0
187,25/3/22 20:21,Siesta siesta,11,4,10.132,0,0.03125,1,0,6,10407,0,0,0,0
188,25/3/22 20:21,Siesta siesta,11,4,10.179,0,0.03125,1,0,6,10443,0,0,0,0
189,25/3/22 20:21,Siesta siesta,11,4,10.235,0,0.03125,1,0,6,10504,0,0,0,0
190,25/3/22 20:21,Siesta siesta,11,4,10.282,0,0.03125,1,0,6,10561,0,0,0,0
191,25/3/22 20:21,Siesta siesta,11,4,10.335,0,0.03125,1,0,6,10630,0,0,0,0
192,25/3/22 20:21,Siesta siesta,11,4,10.391,0,0.03125,1,0,6,10706,0,0,0,0
193,25/3/22 20:21,Siesta siesta,11,4,10.444,0,0.03125,1,0,6,10780,0,0,0,0
194,25/3/22 20:21,Siesta siesta,11,4,10.498,0,0.03125,1,0,6,10855,0,0,0,0
195,25/3/22 20:21,Siesta siesta,11,4,10.549,0,0.03125,1,0,6,10929,0,0,0,0
196,25/3/22 20:21,Siesta siesta,11,4,10.602,0,0.03125,1,0,6,11002,0,0,0,0
197,25/3/22 20:21,Siesta siesta,11,4,10.657,0,0.03125,1,0,6,11064,0,0,0,0
198,25/3/22 20:21,Siesta siesta,11,4,10.71,0,0.03125,1,0,6,11120,0,0,0,0
199,25/3/22 20:21,Siesta siesta,11,4,10.765,0,0.03125,1,0,6,11174,0,0,0,0
200,25/3/22 20:21,Siesta siesta,11,4,10.818,0,0.03125,1,0,6,11229,0,0,0,0
201,25/3/22 20:21,Siesta siesta,11,4,10.863,0,0.03125,1,0,6,11275,0,0,0,0
202,25/3/22 20:21,Siesta siesta,11,4,10.917,0,0.03125,1,0,6,11328,0,0,0,0
203,25/3/22 20:21,Siesta siesta,11,4,10.963,0,0.03125,1,0,6,11368,0,0,0,0
204,25/3/22 20:21,Siesta siesta,11,4,11.018,0,0.03125,1,0,6,11413,0,0,0,0
205,25/3/22 20:21,Siesta siesta,11,4,11.074,0,0.03125,1,0,6,11468,0,0,0,0
206,25/3/22 20:21,Siesta siesta,11,4,11.12,0,0.03125,1,0,6,11528,0,0,0,0
207,25/3/22 20:21,Siesta siesta,11,4,11.177,0,0.03125,1,0,6,11606,0,0,0,0
208,25/3/22 20:21,Siesta siesta,11,4,11.226,0,0.03125,1,0,6,11657,0,0,0,0
209,25/3/22 20:21,Siesta siesta,11,4,11.283,0,0.03125,1,0,6,11700,0,0,0,0
210,25/3/22 20:21,Siesta siesta,11,4,11.332,0,0.0285,1,0,6,11732,0,0,0,0
211,25/3/22 20:21,Siesta siesta,11,4,11.393,0,0.015154,1,0,6,11776,0,0,0,0
212,25/3/22 20:21,Siesta siesta,11,4,11.433,0,0.006194,1,0,6,11767,0,0,0,0
213,25/3/22 20:21,Siesta siesta,11,4,11.484,0,0,1,0,6,11812,0,0,0,0
214,25/3/22 20:21,Siesta siesta,11,4,11.535,0,0,1,0,6,11881,0,0,0,0
215,25/3/22 20:21,Siesta siesta,11,4,11.587,0,0,1,0,6,11934,0,0,0,0
216,25/3/22 20:21,Siesta siesta,11,4,11.587,0,0,1,0,6,11938,0,0,0,0
217,25/3/22 20:21,Siesta siesta,11,4,11.692,0,0,1,0,6,11972,0,0,0,0
218,25/3/22 20:21,Siesta siesta,11,4,11.746,0,0,1,0,6,12032,0,0,0,0
219,25/3/22 20:21,Siesta siesta,11,4,11.799,0,0.009612,1,0,6,12072,0,0,0,0
220,25/3/22 20:21,Siesta siesta,11,4,11.853,0,0.020846,1,0,6,12029,0,0,0,0
221,25/3/22 20:21,Siesta siesta,11,4,11.907,0,0.03125,1,0,6,12109,0,0,0,0
222,25/3/22 20:21,Siesta siesta,11,4,11.962,0,0.03125,1,0,6,12169,0,0,0,0
223,25/3/22 20:21,Siesta siesta,11,4,12.017,0,0.03125,1,0,6,12221,0,0,0,0
