frame,curTime,name,Position,curLapNum,curLapTime,LapDistance,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
21491,2022/4/22 20:20,NTR.zbk,4,2,4.226,325.727,0,0.03125,1,0,8,10297,0,0,0,0
21492,2022/4/22 20:20,NTR.zbk,4,2,4.226,325.727,0,0.03125,1,0,8,10308,0,0,0,0
21494,2022/4/22 20:20,NTR.zbk,4,2,4.385,338.861,0,0.03125,1,0,8,10319,0,0,0,0
21495,2022/4/22 20:20,NTR.zbk,4,2,4.436,343.048,0,0.0625,1,0,8,10323,0,0,0,0
21496,2022/4/22 20:20,NTR.zbk,4,2,4.493,347.697,0,0.0625,1,0,8,10335,0,0,0,0
21497,2022/4/22 20:20,NTR.zbk,4,2,4.493,347.697,0,0.072155,1,0,8,10325,0,0,0,0
21498,2022/4/22 20:20,NTR.zbk,4,2,4.493,347.697,0,0.09375,1,0,8,10336,0,0,0,0
21499,2022/4/22 20:20,NTR.zbk,4,2,4.647,360.22,0,0.09375,1,0,8,10342,0,0,0,0
21500,2022/4/22 20:20,NTR.zbk,4,2,4.696,364.237,0,0.09375,1,0,8,10336,0,0,0,0
21501,2022/4/22 20:20,NTR.zbk,4,2,4.753,368.841,0,0.09375,1,0,8,10324,0,0,0,0
21502,2022/4/22 20:20,NTR.zbk,4,2,4.802,372.829,0,0.09375,1,0,8,10323,0,0,0,0
21504,2022/4/22 20:20,NTR.zbk,4,2,4.857,377.267,0,0.09375,1,0,8,10332,0,0,0,0
21505,2022/4/22 20:20,NTR.zbk,4,2,4.857,377.267,0,0.09375,1,0,8,10320,0,0,0,0
21506,2022/4/22 20:20,NTR.zbk,4,2,4.964,385.975,0,0.09375,1,0,8,10315,0,0,0,0
21508,2022/4/22 20:20,NTR.zbk,4,2,5.067,394.096,0,0.09375,1,0,8,10313,0,0,0,0
21509,2022/4/22 20:20,NTR.zbk,4,2,5.122,398.472,0,0.09375,1,0,8,10293,0,0,0,0
21510,2022/4/22 20:20,NTR.zbk,4,2,5.171,402.053,0,0.09375,1,0,8,10292,0,0,0,0
21511,2022/4/22 20:20,NTR.zbk,4,2,5.226,406.341,0,0.09375,1,0,8,10283,0,0,0,0
21512,2022/4/22 20:20,NTR.zbk,4,2,5.274,410.512,0,0.09375,1,0,8,10283,0,0,0,0
21516,2022/4/22 20:20,NTR.zbk,4,2,5.432,424.556,0,0.09375,1,0,8,10262,0,0,0,0
21517,2022/4/22 20:20,NTR.zbk,4,2,5.477,429.172,0,0.09375,1,0,8,10272,0,0,0,0
21519,2022/4/22 20:20,NTR.zbk,4,2,5.586,439.37,0,0.09375,1,0,8,10255,0,0,0,0
21520,2022/4/22 20:20,NTR.zbk,4,2,5.586,439.37,0,0.09375,1,0,8,10244,0,0,0,0
21521,2022/4/22 20:20,NTR.zbk,4,2,5.691,448.617,0,0.09375,1,0,8,10225,0,0,0,0
21523,2022/4/22 20:20,NTR.zbk,4,2,5.788,456.75,0,0.09375,1,0,8,10204,0,0,0,0
21524,2022/4/22 20:20,NTR.zbk,4,2,5.845,461.383,0,0.09375,1,0,8,10207,0,0,0,0
21525,2022/4/22 20:20,NTR.zbk,4,2,5.845,461.383,0,0.09375,1,0,8,10212,0,0,0,0
21526,2022/4/22 20:20,NTR.zbk,4,2,5.943,469.599,0,0.09375,1,0,8,10219,0,0,0,0
21527,2022/4/22 20:20,NTR.zbk,4,2,6.002,474.291,0,0.09375,1,0,8,10207,0,0,0,0
21528,2022/4/22 20:20,NTR.zbk,4,2,6.05,478.326,0,0.09375,1,0,8,10201,0,0,0,0
21529,2022/4/22 20:20,NTR.zbk,4,2,6.105,482.736,0,0.09375,1,0,8,10200,0,0,0,0
21530,2022/4/22 20:20,NTR.zbk,4,2,6.154,486.587,0,0.09375,1,0,8,10200,0,0,0,0
21531,2022/4/22 20:20,NTR.zbk,4,2,6.209,490.996,0,0.09375,1,0,8,10185,0,0,0,0
21532,2022/4/22 20:20,NTR.zbk,4,2,6.255,494.854,0,0.09375,1,0,8,10188,0,0,0,0
21533,2022/4/22 20:20,NTR.zbk,4,2,6.313,499.255,0,0.086494,1,0,8,10176,0,0,0,0
21535,2022/4/22 20:20,NTR.zbk,4,2,6.358,502.969,0,0.0625,1,0,8,10167,0,0,0,0
21536,2022/4/22 20:20,NTR.zbk,4,2,6.358,502.969,0,0.0625,1,0,8,10164,0,0,0,0
21537,2022/4/22 20:20,NTR.zbk,4,2,6.463,511.315,0,0.0625,1,0,8,10156,0,0,0,0
21538,2022/4/22 20:20,NTR.zbk,4,2,6.517,515.798,0,0.0625,1,0,8,10154,0,0,0,0
21539,2022/4/22 20:20,NTR.zbk,4,2,6.564,519.621,0,0.0625,1,0,8,10160,0,0,0,0
21540,2022/4/22 20:20,NTR.zbk,4,2,6.62,524.142,0,0.05304,1,0,8,10165,0,0,0,0
21541,2022/4/22 20:20,NTR.zbk,4,2,6.672,528.366,0,0.03125,1,0,8,10176,0,0,0,0
21542,2022/4/22 20:20,NTR.zbk,4,2,6.727,532.915,0,0.03125,1,0,8,10190,0,0,0,0
21543,2022/4/22 20:20,NTR.zbk,4,2,6.777,536.726,0,0.016005,1,0,8,10177,0,0,0,0
21544,2022/4/22 20:20,NTR.zbk,4,2,6.833,541.391,0,0,1,0,8,10173,0,0,0,0
21546,2022/4/22 20:20,NTR.zbk,4,2,6.882,545.414,0,0,1,0,8,10181,0,0,0,0
21547,2022/4/22 20:20,NTR.zbk,4,2,6.939,550.05,0,-0.03125,1,0,8,10188,0,0,0,0
21548,2022/4/22 20:20,NTR.zbk,4,2,6.986,553.897,0,-0.03125,1,0,8,10190,0,0,0,0
21549,2022/4/22 20:20,NTR.zbk,4,2,7.043,558.623,0,-0.044984,1,0,8,10192,0,0,0,0
21551,2022/4/22 20:20,NTR.zbk,4,2,7.142,566.649,0,-0.0625,1,0,8,10213,0,0,0,0
21552,2022/4/22 20:20,NTR.zbk,4,2,7.142,566.649,0,-0.0625,1,0,8,10219,0,0,0,0
21554,2022/4/22 20:20,NTR.zbk,4,2,7.299,579.386,0,-0.0625,1,0,8,10227,0,0,0,0
21555,2022/4/22 20:20,NTR.zbk,4,2,7.356,584.032,0,-0.0625,1,0,8,10229,0,0,0,0
21556,2022/4/22 20:20,NTR.zbk,4,2,7.405,588.15,0,-0.0625,1,0,8,10249,0,0,0,0
21557,2022/4/22 20:20,NTR.zbk,4,2,7.461,592.951,0,-0.0625,1,0,8,10253,0,0,0,0
21558,2022/4/22 20:20,NTR.zbk,4,2,7.512,597.034,0,-0.0625,1,0,8,10255,0,0,0,0
21559,2022/4/22 20:20,NTR.zbk,4,2,7.568,601.915,0,-0.0625,1,0,8,10255,0,0,0,0
21561,2022/4/22 20:20,NTR.zbk,4,2,7.671,610.717,0,-0.09375,1,0,8,10267,0,0,0,0
21562,2022/4/22 20:20,NTR.zbk,4,2,7.671,610.717,0,-0.09375,1,0,8,10276,0,0,0,0
21563,2022/4/22 20:20,NTR.zbk,4,2,7.776,619.28,0,-0.09375,1,0,8,10262,0,0,0,0
21564,2022/4/22 20:20,NTR.zbk,4,2,7.823,623.428,0,-0.09375,1,0,8,10272,0,0,0,0
21566,2022/4/22 20:20,NTR.zbk,4,2,7.878,628.249,0,-0.09375,1,0,8,10274,0,0,0,0
21567,2022/4/22 20:20,NTR.zbk,4,2,7.926,632.295,0,-0.09375,1,0,8,10279,0,0,0,0
21568,2022/4/22 20:20,NTR.zbk,4,2,7.982,636.997,0,-0.09375,1,0,8,10279,0,0,0,0
21569,2022/4/22 20:20,NTR.zbk,4,2,8.029,641.146,0,-0.09375,1,0,8,10272,0,0,0,0
21570,2022/4/22 20:20,NTR.zbk,4,2,8.086,646.077,0,-0.09375,1,0,8,10268,0,0,0,0
21571,2022/4/22 20:20,NTR.zbk,4,2,8.086,646.077,0,-0.09375,1,0,8,10266,0,0,0,0
21572,2022/4/22 20:20,NTR.zbk,4,2,8.192,654.909,0,-0.09375,1,0,8,10253,0,0,0,0
21573,2022/4/22 20:20,NTR.zbk,4,2,8.242,659.163,0,-0.09375,1,0,8,10245,0,0,0,0
21574,2022/4/22 20:20,NTR.zbk,4,2,8.291,663.799,0,-0.09375,1,0,8,10243,0,0,0,0
21575,2022/4/22 20:20,NTR.zbk,4,2,8.345,668.304,0,-0.09375,1,0,8,10244,0,0,0,0
21577,2022/4/22 20:20,NTR.zbk,4,2,8.398,672.898,0,-0.09375,1,0,8,10246,0,0,0,0
21578,2022/4/22 20:20,NTR.zbk,4,2,8.449,677.315,0,-0.09375,1,0,8,10256,0,0,0,0
21579,2022/4/22 20:20,NTR.zbk,4,2,8.501,681.698,0,-0.09375,1,0,8,10269,0,0,0,0
21581,2022/4/22 20:20,NTR.zbk,4,2,8.607,690.449,0,-0.09375,1,0,8,10247,0,0,0,0
21582,2022/4/22 20:20,NTR.zbk,4,2,8.659,694.79,0,-0.09375,1,0,8,10256,0,0,0,0
21583,2022/4/22 20:20,NTR.zbk,4,2,8.712,698.976,0,-0.09375,1,0,8,10251,0,0,0,0
21584,2022/4/22 20:20,NTR.zbk,4,2,8.764,703.421,0,-0.09375,1,0,8,10241,0,0,0,0
21585,2022/4/22 20:20,NTR.zbk,4,2,8.813,707.287,0,-0.084775,1,0,8,10243,0,0,0,0
21587,2022/4/22 20:20,NTR.zbk,4,2,8.87,712.22,0,-0.0625,1,0,8,10249,0,0,0,0
21590,2022/4/22 20:20,NTR.zbk,4,2,9.026,724.9,0,-0.0625,1,0,8,10259,0,0,0,0
21591,2022/4/22 20:20,NTR.zbk,4,2,9.026,724.9,0,-0.0625,1,0,8,10261,0,0,0,0
21592,2022/4/22 20:20,NTR.zbk,4,2,9.123,732.784,0,-0.0625,1,0,8,10253,0,0,0,0
