frame,curTime,name,Position,curLapNum,curLapTime,LapDistance,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
22450,2022/4/22 20:21,LHAM66,19,1,11.771,895.312,0,0.387824,0,0.198706,3,9278,0,0,0,0
22451,2022/4/22 20:21,LHAM66,19,1,11.823,897.077,0,0.39833,0,0.15668,3,9151,0,0,0,0
22452,2022/4/22 20:21,LHAM66,19,1,11.875,899.138,0,0.40625,0,0.119318,3,9039,0,0,0,0
22453,2022/4/22 20:21,LHAM66,19,1,11.927,901.269,0,0.40625,0,0.097437,3,8931,0,0,0,0
22454,2022/4/22 20:21,LHAM66,19,1,11.981,903.468,0,0.40625,0,0.075018,3,8837,0,0,0,0
22455,2022/4/22 20:21,LHAM66,19,1,12.033,905.737,0,0.410862,0,0.053277,3,8754,0,0,0,0
22456,2022/4/22 20:21,LHAM66,19,1,12.085,907.971,0,0.42158,0,0.031841,3,8687,0,0,0,0
22458,2022/4/22 20:21,LHAM66,19,1,12.188,912.95,0,0.4375,0.034044,0,3,8602,0,0,0,0
22459,2022/4/22 20:21,LHAM66,19,1,12.241,915.723,0,0.4375,0.102651,0,3,8621,0,0,0,0
22460,2022/4/22 20:21,LHAM66,19,1,12.293,918.481,0,0.4375,0.17158,0,3,8676,0,0,0,0
22462,2022/4/22 20:21,LHAM66,19,1,12.345,921.147,0,0.4375,0.223562,0,3,8676,0,0,0,0
22463,2022/4/22 20:21,LHAM66,19,1,12.396,923.734,0,0.4375,0.270073,0,3,8718,0,0,0,0
22464,2022/4/22 20:21,LHAM66,19,1,12.451,926.306,0,0.4375,0.315709,0,4,8584,0,0,0,0
22465,2022/4/22 20:21,LHAM66,19,1,12.504,928.95,0,0.4375,0.338492,0,4,10848,0,0,0,0
22466,2022/4/22 20:21,LHAM66,19,1,12.556,931.319,0,0.4375,0.361065,0,4,8043,0,0,0,0
22467,2022/4/22 20:21,LHAM66,19,1,12.609,933.133,0,0.4375,0.391959,0,4,7384,0,0,0,0
22468,2022/4/22 20:21,LHAM66,19,1,12.661,934.956,0,0.4375,0.435299,0,4,7339,0,0,0,0
22469,2022/4/22 20:21,LHAM66,19,1,12.661,934.956,0,0.4375,0.481055,0,4,9571,0,0,0,0
22470,2022/4/22 20:21,LHAM66,19,1,12.768,938.515,0,0.4375,0.5,0,4,7785,0,0,0,0
